"hostname"	"firstClassification"	"secondClassification"	"firstDnsStatus"	"secondDnsStatus"	"firstHttpStatus"	"firstHttpsStatus"	"secondHttpStatus"	"secondHttpsStatus"	"firstFinalHostname"	"secondFinalHostname"	"decision"
"edu.az"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.az"	"edu.az"	"repeatedly-not-resolved"
"edu.bn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.bn"	"edu.bn"	"repeatedly-not-resolved"
"edu.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.br"	"edu.br"	"repeatedly-not-resolved"
"edu.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.cn"	"edu.cn"	"repeatedly-not-resolved"
"edu.co"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.co"	"edu.co"	"repeatedly-not-resolved"
"edu.ee"	"dns-only"	"dns-only"	"resolved"	"resolved"	"301"	"0"	"301"	"0"	"edu.ee"	"edu.ee"	"operational-evidence"
"edu.es"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.es"	"edu.es"	"repeatedly-not-resolved"
"edu.fm"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.fm"	"edu.fm"	"repeatedly-not-resolved"
"edu.gy"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.gy"	"edu.gy"	"repeatedly-not-resolved"
"edu.hk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.hk"	"edu.hk"	"repeatedly-not-resolved"
"edu.jo"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.jo"	"edu.jo"	"repeatedly-not-resolved"
"edu.krd"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.krd"	"edu.krd"	"repeatedly-not-resolved"
"edu.kz"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.kz"	"edu.kz"	"repeatedly-not-resolved"
"edu.mk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.mk"	"edu.mk"	"repeatedly-not-resolved"
"edu.mx"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.mx"	"edu.mx"	"repeatedly-not-resolved"
"edu.my"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.my"	"edu.my"	"repeatedly-not-resolved"
"edu.ph"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.ph"	"edu.ph"	"repeatedly-not-resolved"
"edu.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.pl"	"edu.pl"	"repeatedly-not-resolved"
"edu.qa"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.qa"	"edu.qa"	"repeatedly-not-resolved"
"edu.ru"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"edu.ru"	"edu.ru"	"inconclusive"
"edu.sg"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.sg"	"edu.sg"	"repeatedly-not-resolved"
"edu.tr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.tr"	"edu.tr"	"repeatedly-not-resolved"
"edu.tw"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.tw"	"edu.tw"	"repeatedly-not-resolved"
"edu.ua"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"edu.ua"	"edu.ua"	"inconclusive"
"edu.vn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"edu.vn"	"edu.vn"	"repeatedly-not-resolved"
"eek.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"eek.jp"	"eek.jp"	"repeatedly-not-resolved"
"ehime.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ehime.jp"	"ehime.jp"	"repeatedly-not-resolved"
"eidfjord.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"eidfjord.no"	"eidfjord.no"	"repeatedly-not-resolved"
"eidsberg.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"eidsberg.no"	"eidsberg.no"	"repeatedly-not-resolved"
"elblag.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"elblag.pl"	"elblag.pl"	"repeatedly-not-resolved"
"eliv-cdn.kr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"eliv-cdn.kr"	"eliv-cdn.kr"	"repeatedly-not-resolved"
"eliv-dns.kr"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"301"	"0"	"301"	"0"	"eliv-dns.kr"	"eliv-dns.kr"	"operational-evidence"
"elk.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"elk.pl"	"elk.pl"	"repeatedly-not-resolved"
"emergent.host"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"emergent.host"	"emergent.host"	"repeatedly-not-resolved"
"emiliaromagna.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"emiliaromagna.it"	"emiliaromagna.it"	"repeatedly-not-resolved"
"emilia-romagna.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"emilia-romagna.it"	"emilia-romagna.it"	"repeatedly-not-resolved"
"emp.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"emp.br"	"emp.br"	"repeatedly-not-resolved"
"emr.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"emr.it"	"emr.it"	"repeatedly-not-resolved"
"en.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"en.it"	"en.it"	"repeatedly-not-resolved"
"encoreapi.com"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"encoreapi.com"	"encoreapi.com"	"repeatedly-not-resolved"
"enf.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"enf.br"	"enf.br"	"repeatedly-not-resolved"
"eng.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"eng.br"	"eng.br"	"repeatedly-not-resolved"
"enna.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"enna.it"	"enna.it"	"repeatedly-not-resolved"
"ens.tn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ens.tn"	"ens.tn"	"repeatedly-not-resolved"
"enscaled.sg"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"enscaled.sg"	"enscaled.sg"	"repeatedly-not-resolved"
"enterprisecloud.nu"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"enterprisecloud.nu"	"enterprisecloud.nu"	"repeatedly-not-resolved"
"es.kr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"es.kr"	"es.kr"	"repeatedly-not-resolved"
"es.leg.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"es.leg.br"	"es.leg.br"	"repeatedly-not-resolved"
"esp.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"esp.br"	"esp.br"	"repeatedly-not-resolved"
"est.pr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"est.pr"	"est.pr"	"repeatedly-not-resolved"
"etc.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"etc.br"	"etc.br"	"repeatedly-not-resolved"
"eti.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"eti.br"	"eti.br"	"repeatedly-not-resolved"
"eu.int"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"eu.int"	"eu.int"	"repeatedly-not-resolved"
"eun.eg"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"eun.eg"	"eun.eg"	"repeatedly-not-resolved"
"eurodir.ru"	"dns-only"	"dns-only"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"eurodir.ru"	"eurodir.ru"	"repeatedly-dns-only"
"familyds.com"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"familyds.com"	"familyds.com"	"repeatedly-not-resolved"
"familyds.net"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"familyds.net"	"familyds.net"	"repeatedly-not-resolved"
"familyds.org"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"familyds.org"	"familyds.org"	"repeatedly-not-resolved"
"far.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"far.br"	"far.br"	"repeatedly-not-resolved"
"fastly-edge.com"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fastly-edge.com"	"fastly-edge.com"	"repeatedly-not-resolved"
"fastlylb.net"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fastlylb.net"	"fastlylb.net"	"repeatedly-not-resolved"
"fbxos.fr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fbxos.fr"	"fbxos.fr"	"repeatedly-not-resolved"
"fc.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fc.it"	"fc.it"	"repeatedly-not-resolved"
"fe.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fe.it"	"fe.it"	"repeatedly-not-resolved"
"fedje.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fedje.no"	"fedje.no"	"repeatedly-not-resolved"
"fedorainfracloud.org"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"fedorainfracloud.org"	"fedorainfracloud.org"	"inconclusive"
"feira.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"feira.br"	"feira.br"	"repeatedly-not-resolved"
"fermo.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fermo.it"	"fermo.it"	"repeatedly-not-resolved"
"ferrara.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ferrara.it"	"ferrara.it"	"repeatedly-not-resolved"
"fg.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fg.it"	"fg.it"	"repeatedly-not-resolved"
"fh-muenster.io"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fh-muenster.io"	"fh-muenster.io"	"repeatedly-not-resolved"
"fhs.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fhs.no"	"fhs.no"	"repeatedly-not-resolved"
"fhsk.se"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fhsk.se"	"fhsk.se"	"repeatedly-not-resolved"
"fi.cr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fi.cr"	"fi.cr"	"repeatedly-not-resolved"
"fi.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fi.it"	"fi.it"	"repeatedly-not-resolved"
"file.core.windows.net"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"file.core.windows.net"	"file.core.windows.net"	"repeatedly-not-resolved"
"filegear.me"	"dns-only"	"dns-only"	"resolved"	"resolved"	"302"	"0"	"302"	"0"	"filegear.me"	"filegear.me"	"operational-evidence"
"film.hu"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"film.hu"	"film.hu"	"repeatedly-not-resolved"
"fin.ec"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fin.ec"	"fin.ec"	"repeatedly-not-resolved"
"fin.in"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fin.in"	"fin.in"	"repeatedly-not-resolved"
"firenze.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"firenze.it"	"firenze.it"	"repeatedly-not-resolved"
"firewalledreplit.co"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"firewalledreplit.co"	"firewalledreplit.co"	"repeatedly-not-resolved"
"firewall-gateway.com"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"firewall-gateway.com"	"firewall-gateway.com"	"repeatedly-not-resolved"
"firewall-gateway.de"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"firewall-gateway.de"	"firewall-gateway.de"	"repeatedly-not-resolved"
"firewall-gateway.net"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"firewall-gateway.net"	"firewall-gateway.net"	"repeatedly-not-resolved"
"firm.in"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"firm.in"	"firm.in"	"repeatedly-not-resolved"
"fj.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fj.cn"	"fj.cn"	"repeatedly-not-resolved"
"fjell.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fjell.no"	"fjell.no"	"repeatedly-not-resolved"
"fl.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fl.us"	"fl.us"	"repeatedly-not-resolved"
"fla.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fla.no"	"fla.no"	"repeatedly-not-resolved"
"flog.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"flog.br"	"flog.br"	"repeatedly-not-resolved"
"flop.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"flop.jp"	"flop.jp"	"repeatedly-not-resolved"
"florence.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"florence.it"	"florence.it"	"repeatedly-not-resolved"
"floripa.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"floripa.br"	"floripa.br"	"repeatedly-not-resolved"
"fly.dev"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"fly.dev"	"fly.dev"	"inconclusive"
"fm.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fm.br"	"fm.br"	"repeatedly-not-resolved"
"fm.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fm.it"	"fm.it"	"repeatedly-not-resolved"
"foggia.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"foggia.it"	"foggia.it"	"repeatedly-not-resolved"
"folkebibl.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"folkebibl.no"	"folkebibl.no"	"repeatedly-not-resolved"
"forgeblocks.com"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"forgeblocks.com"	"forgeblocks.com"	"repeatedly-not-resolved"
"forli-cesena.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"forli-cesena.it"	"forli-cesena.it"	"repeatedly-not-resolved"
"forms.ac"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"forms.ac"	"forms.ac"	"repeatedly-not-resolved"
"forum.hu"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"forum.hu"	"forum.hu"	"repeatedly-not-resolved"
"forumz.info"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"forumz.info"	"forumz.info"	"inconclusive"
"fot.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fot.br"	"fot.br"	"repeatedly-not-resolved"
"foz.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"foz.br"	"foz.br"	"repeatedly-not-resolved"
"fr.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fr.it"	"fr.it"	"repeatedly-not-resolved"
"fredrikstad.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fredrikstad.no"	"fredrikstad.no"	"repeatedly-not-resolved"
"freeboxos.fr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"freeboxos.fr"	"freeboxos.fr"	"repeatedly-not-resolved"
"freeddns.us"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"freeddns.us"	"freeddns.us"	"inconclusive"
"freesite.host"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"freesite.host"	"freesite.host"	"inconclusive"
"from.tv"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"from.tv"	"from.tv"	"repeatedly-not-resolved"
"frosinone.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"frosinone.it"	"frosinone.it"	"repeatedly-not-resolved"
"froya.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"froya.no"	"froya.no"	"repeatedly-not-resolved"
"fspages.org"	"dns-only"	"dns-only"	"resolved"	"resolved"	"308"	"0"	"308"	"0"	"fspages.org"	"fspages.org"	"operational-evidence"
"fst.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fst.br"	"fst.br"	"repeatedly-not-resolved"
"fukui.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fukui.jp"	"fukui.jp"	"repeatedly-not-resolved"
"fukuoka.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fukuoka.jp"	"fukuoka.jp"	"repeatedly-not-resolved"
"fukushima.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fukushima.jp"	"fukushima.jp"	"repeatedly-not-resolved"
"fvg.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"fvg.it"	"fvg.it"	"repeatedly-not-resolved"
"g12.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"g12.br"	"g12.br"	"repeatedly-not-resolved"
"ga.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ga.us"	"ga.us"	"repeatedly-not-resolved"
"game.tw"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"game.tw"	"game.tw"	"repeatedly-not-resolved"
"gangwon.kr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gangwon.kr"	"gangwon.kr"	"repeatedly-not-resolved"
"gc.ca"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gc.ca"	"gc.ca"	"repeatedly-not-resolved"
"gd.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gd.cn"	"gd.cn"	"repeatedly-not-resolved"
"ge.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ge.it"	"ge.it"	"repeatedly-not-resolved"
"geek.nz"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"geek.nz"	"geek.nz"	"repeatedly-not-resolved"
"gen.in"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gen.in"	"gen.in"	"repeatedly-not-resolved"
"gen.nz"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gen.nz"	"gen.nz"	"repeatedly-not-resolved"
"gen.tr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gen.tr"	"gen.tr"	"repeatedly-not-resolved"
"genova.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"genova.it"	"genova.it"	"repeatedly-not-resolved"
"geo.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"geo.br"	"geo.br"	"repeatedly-not-resolved"
"ggf.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ggf.br"	"ggf.br"	"repeatedly-not-resolved"
"gifu.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gifu.jp"	"gifu.jp"	"repeatedly-not-resolved"
"gitapp.si"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gitapp.si"	"gitapp.si"	"repeatedly-not-resolved"
"githubpreview.dev"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"githubpreview.dev"	"githubpreview.dev"	"repeatedly-not-resolved"
"githubusercontent.com"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"githubusercontent.com"	"githubusercontent.com"	"repeatedly-not-resolved"
"gjovik.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gjovik.no"	"gjovik.no"	"repeatedly-not-resolved"
"gkp.pk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gkp.pk"	"gkp.pk"	"repeatedly-not-resolved"
"gliwice.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gliwice.pl"	"gliwice.pl"	"repeatedly-not-resolved"
"glogow.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"glogow.pl"	"glogow.pl"	"repeatedly-not-resolved"
"gloppen.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gloppen.no"	"gloppen.no"	"repeatedly-not-resolved"
"gmina.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gmina.pl"	"gmina.pl"	"repeatedly-not-resolved"
"gniezno.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gniezno.pl"	"gniezno.pl"	"repeatedly-not-resolved"
"go.cr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"go.cr"	"go.cr"	"repeatedly-not-resolved"
"go.id"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"go.id"	"go.id"	"repeatedly-not-resolved"
"go.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"go.it"	"go.it"	"repeatedly-not-resolved"
"go.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"go.jp"	"go.jp"	"repeatedly-not-resolved"
"go.ke"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"go.ke"	"go.ke"	"repeatedly-not-resolved"
"go.kr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"go.kr"	"go.kr"	"repeatedly-not-resolved"
"go.leg.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"go.leg.br"	"go.leg.br"	"repeatedly-not-resolved"
"go.th"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"go.th"	"go.th"	"repeatedly-not-resolved"
"go.tz"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"go.tz"	"go.tz"	"repeatedly-not-resolved"
"go.ug"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"go.ug"	"go.ug"	"repeatedly-not-resolved"
"gob.ar"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gob.ar"	"gob.ar"	"repeatedly-not-resolved"
"gob.cu"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gob.cu"	"gob.cu"	"repeatedly-not-resolved"
"gob.do"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gob.do"	"gob.do"	"repeatedly-not-resolved"
"gob.ec"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gob.ec"	"gob.ec"	"repeatedly-not-resolved"
"gob.es"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gob.es"	"gob.es"	"repeatedly-not-resolved"
"gob.gt"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gob.gt"	"gob.gt"	"repeatedly-not-resolved"
"gob.hn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gob.hn"	"gob.hn"	"repeatedly-not-resolved"
"gob.ni"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gob.ni"	"gob.ni"	"repeatedly-not-resolved"
"gob.pa"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gob.pa"	"gob.pa"	"repeatedly-not-resolved"
"gob.pe"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gob.pe"	"gob.pe"	"repeatedly-not-resolved"
"gob.pk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gob.pk"	"gob.pk"	"repeatedly-not-resolved"
"gob.sv"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gob.sv"	"gob.sv"	"repeatedly-not-resolved"
"gob.ve"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gob.ve"	"gob.ve"	"repeatedly-not-resolved"
"goiania.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"goiania.br"	"goiania.br"	"repeatedly-not-resolved"
"gok.pk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gok.pk"	"gok.pk"	"repeatedly-not-resolved"
"gop.pk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"gop.pk"	"gop.pk"	"repeatedly-not-resolved"
