"hostname"	"firstClassification"	"secondClassification"	"firstDnsStatus"	"secondDnsStatus"	"firstHttpStatus"	"firstHttpsStatus"	"secondHttpStatus"	"secondHttpsStatus"	"firstFinalHostname"	"secondFinalHostname"	"decision"
"bainbridge-isl.wa.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bainbridge-isl.wa.us"	"bainbridge-isl.wa.us"	"repeatedly-not-resolved"
"balena-devices.com"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"balena-devices.com"	"balena-devices.com"	"repeatedly-not-resolved"
"bank.in"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bank.in"	"bank.in"	"repeatedly-not-resolved"
"bari.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bari.it"	"bari.it"	"repeatedly-not-resolved"
"barsy.in"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"barsy.in"	"barsy.in"	"repeatedly-not-resolved"
"barsy.support"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"barsy.support"	"barsy.support"	"inconclusive"
"basicserver.io"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"basicserver.io"	"basicserver.io"	"repeatedly-not-resolved"
"basilicata.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"basilicata.it"	"basilicata.it"	"repeatedly-not-resolved"
"bbs.tr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bbs.tr"	"bbs.tr"	"repeatedly-not-resolved"
"bc.ca"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bc.ca"	"bc.ca"	"repeatedly-not-resolved"
"b-data.io"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"b-data.io"	"b-data.io"	"inconclusive"
"bedzin.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bedzin.pl"	"bedzin.pl"	"repeatedly-not-resolved"
"bel.tr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bel.tr"	"bel.tr"	"repeatedly-not-resolved"
"belem.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"belem.br"	"belem.br"	"repeatedly-not-resolved"
"bellevue.wa.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bellevue.wa.us"	"bellevue.wa.us"	"repeatedly-not-resolved"
"belluno.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"belluno.it"	"belluno.it"	"repeatedly-not-resolved"
"benevento.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"benevento.it"	"benevento.it"	"repeatedly-not-resolved"
"bergamo.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bergamo.it"	"bergamo.it"	"repeatedly-not-resolved"
"beskidy.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"beskidy.pl"	"beskidy.pl"	"repeatedly-not-resolved"
"bet.ar"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bet.ar"	"bet.ar"	"repeatedly-not-resolved"
"bet.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bet.br"	"bet.br"	"repeatedly-not-resolved"
"bg.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bg.it"	"bg.it"	"repeatedly-not-resolved"
"bhz.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bhz.br"	"bhz.br"	"repeatedly-not-resolved"
"bi.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bi.it"	"bi.it"	"repeatedly-not-resolved"
"bialowieza.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bialowieza.pl"	"bialowieza.pl"	"repeatedly-not-resolved"
"bialystok.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bialystok.pl"	"bialystok.pl"	"repeatedly-not-resolved"
"bib.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bib.br"	"bib.br"	"repeatedly-not-resolved"
"bib.ve"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bib.ve"	"bib.ve"	"repeatedly-not-resolved"
"bielawa.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bielawa.pl"	"bielawa.pl"	"repeatedly-not-resolved"
"biella.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"biella.it"	"biella.it"	"repeatedly-not-resolved"
"bielsko.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bielsko.pl"	"bielsko.pl"	"repeatedly-not-resolved"
"bieszczady.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bieszczady.pl"	"bieszczady.pl"	"repeatedly-not-resolved"
"bio.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bio.br"	"bio.br"	"repeatedly-not-resolved"
"biz.az"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"biz.az"	"biz.az"	"repeatedly-not-resolved"
"biz.dk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"biz.dk"	"biz.dk"	"repeatedly-not-resolved"
"biz.id"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"biz.id"	"biz.id"	"repeatedly-not-resolved"
"biz.in"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"biz.in"	"biz.in"	"repeatedly-not-resolved"
"biz.my"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"biz.my"	"biz.my"	"repeatedly-not-resolved"
"biz.pk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"biz.pk"	"biz.pk"	"repeatedly-not-resolved"
"biz.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"biz.pl"	"biz.pl"	"repeatedly-not-resolved"
"biz.tr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"biz.tr"	"biz.tr"	"repeatedly-not-resolved"
"biz.ua"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"biz.ua"	"biz.ua"	"repeatedly-not-resolved"
"biz.vn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"biz.vn"	"biz.vn"	"repeatedly-not-resolved"
"bj.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bj.cn"	"bj.cn"	"repeatedly-not-resolved"
"bl.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bl.it"	"bl.it"	"repeatedly-not-resolved"
"blackbaudcdn.net"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"blackbaudcdn.net"	"blackbaudcdn.net"	"repeatedly-not-resolved"
"blob.core.windows.net"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"blob.core.windows.net"	"blob.core.windows.net"	"repeatedly-not-resolved"
"blog.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"blog.br"	"blog.br"	"repeatedly-not-resolved"
"bn.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bn.it"	"bn.it"	"repeatedly-not-resolved"
"bo.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bo.it"	"bo.it"	"repeatedly-not-resolved"
"bodo.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bodo.no"	"bodo.no"	"repeatedly-not-resolved"
"boleslawiec.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"boleslawiec.pl"	"boleslawiec.pl"	"repeatedly-not-resolved"
"bolivia.bo"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bolivia.bo"	"bolivia.bo"	"repeatedly-not-resolved"
"bologna.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bologna.it"	"bologna.it"	"repeatedly-not-resolved"
"bolt.hu"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bolt.hu"	"bolt.hu"	"repeatedly-not-resolved"
"bolzano.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bolzano.it"	"bolzano.it"	"repeatedly-not-resolved"
"bona.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bona.jp"	"bona.jp"	"repeatedly-not-resolved"
"box.ca"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"box.ca"	"box.ca"	"inconclusive"
"bozen.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bozen.it"	"bozen.it"	"repeatedly-not-resolved"
"br.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"br.it"	"br.it"	"repeatedly-not-resolved"
"bremerton.wa.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bremerton.wa.us"	"bremerton.wa.us"	"repeatedly-not-resolved"
"brescia.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"brescia.it"	"brescia.it"	"repeatedly-not-resolved"
"brindisi.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"brindisi.it"	"brindisi.it"	"repeatedly-not-resolved"
"browsersafetymark.io"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"browsersafetymark.io"	"browsersafetymark.io"	"inconclusive"
"bryne.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bryne.no"	"bryne.no"	"repeatedly-not-resolved"
"bs.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bs.it"	"bs.it"	"repeatedly-not-resolved"
"bsb.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bsb.br"	"bsb.br"	"repeatedly-not-resolved"
"bt.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bt.it"	"bt.it"	"repeatedly-not-resolved"
"bungotakada.oita.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bungotakada.oita.jp"	"bungotakada.oita.jp"	"repeatedly-not-resolved"
"busan.kr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"busan.kr"	"busan.kr"	"repeatedly-not-resolved"
"business.in"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"business.in"	"business.in"	"repeatedly-not-resolved"
"bydgoszcz.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bydgoszcz.pl"	"bydgoszcz.pl"	"repeatedly-not-resolved"
"bytom.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bytom.pl"	"bytom.pl"	"repeatedly-not-resolved"
"bz.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"bz.it"	"bz.it"	"repeatedly-not-resolved"
"c.se"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"c.se"	"c.se"	"repeatedly-not-resolved"
"c01.kr"	"temporarily-inconclusive"	"http-error-response"	"resolved"	"resolved"	"0"	"0"	"522"	"522"	"c01.kr"	"c01.kr"	"operational-evidence"
"c66.me"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"c66.me"	"c66.me"	"repeatedly-not-resolved"
"ca.in"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ca.in"	"ca.in"	"repeatedly-not-resolved"
"ca.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ca.it"	"ca.it"	"repeatedly-not-resolved"
"ca.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ca.us"	"ca.us"	"repeatedly-not-resolved"
"cafjs.com"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"cafjs.com"	"cafjs.com"	"inconclusive"
"cagliari.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"cagliari.it"	"cagliari.it"	"repeatedly-not-resolved"
"calabria.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"calabria.it"	"calabria.it"	"repeatedly-not-resolved"
"calculators.cx"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"calculators.cx"	"calculators.cx"	"repeatedly-not-resolved"
"caltanissetta.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"caltanissetta.it"	"caltanissetta.it"	"repeatedly-not-resolved"
"campania.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"campania.it"	"campania.it"	"repeatedly-not-resolved"
"campinas.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"campinas.br"	"campinas.br"	"repeatedly-not-resolved"
"campobasso.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"campobasso.it"	"campobasso.it"	"repeatedly-not-resolved"
"can.re"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"can.re"	"can.re"	"repeatedly-not-resolved"
"canva-apps.com"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"canva-apps.com"	"canva-apps.com"	"repeatedly-not-resolved"
"caserta.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"caserta.it"	"caserta.it"	"repeatedly-not-resolved"
"catania.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"catania.it"	"catania.it"	"repeatedly-not-resolved"
"catanzaro.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"catanzaro.it"	"catanzaro.it"	"repeatedly-not-resolved"
"catholic.edu.au"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"catholic.edu.au"	"catholic.edu.au"	"repeatedly-not-resolved"
"caxias.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"caxias.br"	"caxias.br"	"repeatedly-not-resolved"
"cb.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"cb.it"	"cb.it"	"repeatedly-not-resolved"
"cc.ua"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"cc.ua"	"cc.ua"	"repeatedly-not-resolved"
"cdn77-storage.com"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"cdn77-storage.com"	"cdn77-storage.com"	"repeatedly-not-resolved"
"ce.gov.br"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"ce.gov.br"	"ce.gov.br"	"inconclusive"
"ce.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ce.it"	"ce.it"	"repeatedly-not-resolved"
"ce.leg.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ce.leg.br"	"ce.leg.br"	"repeatedly-not-resolved"
"cf-ipfs.com"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"cf-ipfs.com"	"cf-ipfs.com"	"repeatedly-not-resolved"
"ch.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ch.it"	"ch.it"	"repeatedly-not-resolved"
"chambagri.fr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"chambagri.fr"	"chambagri.fr"	"repeatedly-not-resolved"
"chehalis.wa.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"chehalis.wa.us"	"chehalis.wa.us"	"repeatedly-not-resolved"
"cherkassy.ua"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"cherkassy.ua"	"cherkassy.ua"	"repeatedly-not-resolved"
"cherkasy.ua"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"cherkasy.ua"	"cherkasy.ua"	"repeatedly-not-resolved"
"chernigov.ua"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"chernigov.ua"	"chernigov.ua"	"repeatedly-not-resolved"
"chernivtsi.ua"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"chernivtsi.ua"	"chernivtsi.ua"	"repeatedly-not-resolved"
"chernovtsy.ua"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"chernovtsy.ua"	"chernovtsy.ua"	"repeatedly-not-resolved"
"chiba.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"chiba.jp"	"chiba.jp"	"repeatedly-not-resolved"
"chieti.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"chieti.it"	"chieti.it"	"repeatedly-not-resolved"
"chirurgiens-dentistes.fr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"chirurgiens-dentistes.fr"	"chirurgiens-dentistes.fr"	"repeatedly-not-resolved"
"cieszyn.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"cieszyn.pl"	"cieszyn.pl"	"repeatedly-not-resolved"
"cim.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"cim.br"	"cim.br"	"repeatedly-not-resolved"
"ck.ua"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ck.ua"	"ck.ua"	"repeatedly-not-resolved"
"cl.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"cl.it"	"cl.it"	"repeatedly-not-resolved"
"clerk.app"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"clerk.app"	"clerk.app"	"repeatedly-not-resolved"
"cloud.goog"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"cloud.goog"	"cloud.goog"	"repeatedly-not-resolved"
"cloudapp.net"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"cloudapp.net"	"cloudapp.net"	"repeatedly-not-resolved"
"cloudflare-ipfs.com"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"cloudflare-ipfs.com"	"cloudflare-ipfs.com"	"repeatedly-not-resolved"
"cloudfront.net"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"cloudfront.net"	"cloudfront.net"	"repeatedly-not-resolved"
"cloudfunctions.net"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"cloudfunctions.net"	"cloudfunctions.net"	"repeatedly-not-resolved"
"cloudns.in"	"dns-only"	"dns-only"	"resolved"	"resolved"	"301"	"0"	"301"	"0"	"cloudns.in"	"cloudns.in"	"operational-evidence"
"cloudycluster.net"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"cloudycluster.net"	"cloudycluster.net"	"repeatedly-not-resolved"
"club.tw"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"club.tw"	"club.tw"	"repeatedly-not-resolved"
"cn.in"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"cn.in"	"cn.in"	"repeatedly-not-resolved"
"cn.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"cn.it"	"cn.it"	"repeatedly-not-resolved"
"cn.ua"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"cn.ua"	"cn.ua"	"repeatedly-not-resolved"
"cnt.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"cnt.br"	"cnt.br"	"repeatedly-not-resolved"
"co.ag"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.ag"	"co.ag"	"repeatedly-not-resolved"
"co.at"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.at"	"co.at"	"repeatedly-not-resolved"
"co.business"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.business"	"co.business"	"repeatedly-not-resolved"
"co.bw"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.bw"	"co.bw"	"repeatedly-not-resolved"
"co.ca"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.ca"	"co.ca"	"repeatedly-not-resolved"
"co.com"	"temporarily-inconclusive"	"https-success"	"resolved"	"resolved"	"0"	"0"	"200"	"200"	"co.com"	"co.com"	"operational-evidence"
"co.cz"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.cz"	"co.cz"	"repeatedly-not-resolved"
"co.dk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.dk"	"co.dk"	"repeatedly-not-resolved"
"co.education"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.education"	"co.education"	"repeatedly-not-resolved"
"co.id"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.id"	"co.id"	"repeatedly-not-resolved"
"co.il"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.il"	"co.il"	"repeatedly-not-resolved"
"co.in"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.in"	"co.in"	"repeatedly-not-resolved"
"co.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.jp"	"co.jp"	"repeatedly-not-resolved"
"co.ke"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.ke"	"co.ke"	"repeatedly-not-resolved"
"co.kr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.kr"	"co.kr"	"repeatedly-not-resolved"
"co.ls"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.ls"	"co.ls"	"repeatedly-not-resolved"
"co.network"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.network"	"co.network"	"repeatedly-not-resolved"
"co.ni"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.ni"	"co.ni"	"repeatedly-not-resolved"
"co.nz"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.nz"	"co.nz"	"repeatedly-not-resolved"
"co.place"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.place"	"co.place"	"repeatedly-not-resolved"
"co.ro"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.ro"	"co.ro"	"repeatedly-not-resolved"
"co.rw"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.rw"	"co.rw"	"repeatedly-not-resolved"
"co.technology"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.technology"	"co.technology"	"repeatedly-not-resolved"
"co.th"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.th"	"co.th"	"repeatedly-not-resolved"
"co.tt"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.tt"	"co.tt"	"repeatedly-not-resolved"
"co.ua"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.ua"	"co.ua"	"repeatedly-not-resolved"
"co.ug"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.ug"	"co.ug"	"repeatedly-not-resolved"
"co.uk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.uk"	"co.uk"	"repeatedly-not-resolved"
"co.za"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"co.za"	"co.za"	"repeatedly-not-resolved"
"com.ar"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"com.ar"	"com.ar"	"repeatedly-not-resolved"
"com.au"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"com.au"	"com.au"	"repeatedly-not-resolved"
"com.bj"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"com.bj"	"com.bj"	"repeatedly-not-resolved"
"com.bo"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"com.bo"	"com.bo"	"repeatedly-not-resolved"
"com.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"com.br"	"com.br"	"repeatedly-not-resolved"
"com.bs"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"com.bs"	"com.bs"	"repeatedly-not-resolved"
"com.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"com.cn"	"com.cn"	"repeatedly-not-resolved"
"com.co"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"com.co"	"com.co"	"repeatedly-not-resolved"
"com.ec"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"com.ec"	"com.ec"	"repeatedly-not-resolved"
"com.es"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"com.es"	"com.es"	"repeatedly-not-resolved"
"com.hk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"com.hk"	"com.hk"	"repeatedly-not-resolved"
"com.in"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"com.in"	"com.in"	"repeatedly-not-resolved"
